Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.63418062,0.09133246,0.56884985,0.69951138,0.13066153
Utilization(rho),0.53588678,0.01026065,0.52854726,0.54322630,0.01467904
AvgDelay(W),1.67031331,0.13646829,1.57269656,1.76793006,0.19523350
AvgWait(Wq),0.90108254,0.13646829,0.80346579,0.99869929,0.19523350
rho(theory),0.53846154,,,,
L(theory),1.16666667,,,,
W(theory),1.66666667,,,,
Wq(theory),0.89743590,,,,
Lq(theory),0.62820513,,,,
