Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.04018947,0.00260581,0.03832552,0.04205343,0.00372791
Utilization(rho),0.18219393,0.00331077,0.17982572,0.18456215,0.00473643
AvgDelay(W),1.10738889,0.01984546,1.09319328,1.12158449,0.02839121
AvgWait(Wq),0.19829798,0.01984546,0.18410237,0.21249358,0.02839121
rho(theory),0.18181818,,,,
L(theory),0.22222222,,,,
W(theory),1.11111111,,,,
Wq(theory),0.20202020,,,,
Lq(theory),0.04040404,,,,
