Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.37895137,0.03907804,0.35099857,0.40690417,0.05590560
Utilization(rho),0.45413147,0.00922474,0.44753295,0.46072999,0.01319704
AvgDelay(W),1.66169703,0.08081955,1.60388622,1.71950783,0.11562161
AvgWait(Wq),0.75260612,0.08081955,0.69479531,0.81041692,0.11562161
rho(theory),0.45454545,,,,
L(theory),0.83333333,,,,
W(theory),1.66666667,,,,
Wq(theory),0.75757576,,,,
Lq(theory),0.37878788,,,,
