Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.03697257,0.00600638,0.03267616,0.04126898,0.00859282
Utilization(rho),0.17702655,0.00955993,0.17018826,0.18386484,0.01367658
AvgDelay(W),1.08800631,0.06369173,1.04244716,1.13356547,0.09111830
AvgWait(Wq),0.17891540,0.06369173,0.13335625,0.22447456,0.09111830
rho(theory),0.18181818,,,,
L(theory),0.22222222,,,,
W(theory),1.11111111,,,,
Wq(theory),0.20202020,,,,
Lq(theory),0.04040404,,,,
