Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),9.36960697,2.64042165,7.48089433,11.25831961,3.77742528
Utilization(rho),0.91093412,0.01327748,0.90143665,0.92043160,0.01899495
AvgDelay(W),10.22179634,2.57617753,8.37903799,12.06455469,3.68551671
AvgWait(Wq),9.31270543,2.57617753,7.46994708,11.15546378,3.68551671
rho(theory),0.90909091,,,,
L(theory),10.00000000,,,,
W(theory),10.00000000,,,,
Wq(theory),9.09090909,,,,
Lq(theory),9.09090909,,,,
