Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.28765426,0.02711524,0.26825853,0.30704999,0.03879146
Utilization(rho),0.41128913,0.00621926,0.40684044,0.41573781,0.00889736
AvgDelay(W),0.99611974,0.04322108,0.96520339,1.02703609,0.06183270
AvgWait(Wq),0.40788444,0.04322108,0.37696809,0.43880080,0.06183270
rho(theory),0.41176471,,,,
L(theory),0.70000000,,,,
W(theory),1.00000000,,,,
Wq(theory),0.41176471,,,,
Lq(theory),0.28823529,,,,
