Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.80242066,0.06398873,0.75664907,0.84819226,0.09154320
Utilization(rho),0.57840445,0.01104376,0.57050477,0.58630413,0.01579936
AvgDelay(W),1.97517540,0.09786742,1.90517013,2.04518067,0.14001054
AvgWait(Wq),1.14184207,0.09786742,1.07183680,1.21184734,0.14001054
rho(theory),0.58333333,,,,
L(theory),1.40000000,,,,
W(theory),2.00000000,,,,
Wq(theory),1.16666667,,,,
Lq(theory),0.81666667,,,,
