Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.34438361,0.02740609,0.32477984,0.36398739,0.03920754
Utilization(rho),0.43665193,0.00661476,0.43192035,0.44138352,0.00946317
AvgDelay(W),1.11440891,0.04681860,1.08091923,1.14789859,0.06697936
AvgWait(Wq),0.48940891,0.04681860,0.45591923,0.52289859,0.06697936
rho(theory),0.43750000,,,,
L(theory),0.77777778,,,,
W(theory),1.11111111,,,,
Wq(theory),0.48611111,,,,
Lq(theory),0.34027778,,,,
