Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.24374330,0.02176869,0.22817200,0.25931461,0.03114260
Utilization(rho),0.38640279,0.00661088,0.38167398,0.39113160,0.00945762
AvgDelay(W),0.90139391,0.03664187,0.87518372,0.92760411,0.05242039
AvgWait(Wq),0.34583836,0.03664187,0.31962816,0.37204855,0.05242039
rho(theory),0.38888889,,,,
L(theory),0.63636364,,,,
W(theory),0.90909091,,,,
Wq(theory),0.35353535,,,,
Lq(theory),0.24747475,,,,
