Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),4.05180920,1.18471784,3.20437200,4.89924641,1.69487442
Utilization(rho),0.82181646,0.01049296,0.81431077,0.82932215,0.01501138
AvgDelay(W),5.38854559,1.27001617,4.48009387,6.29699731,1.81690344
AvgWait(Wq),4.47945468,1.27001617,3.57100296,5.38790640,1.81690344
rho(theory),0.81818182,,,,
L(theory),4.50000000,,,,
W(theory),5.00000000,,,,
Wq(theory),4.09090909,,,,
Lq(theory),3.68181818,,,,
