Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.50100355,0.04005132,0.47235456,0.52965255,0.05729799
Utilization(rho),0.49783271,0.00808576,0.49204891,0.50361652,0.01156761
AvgDelay(W),1.42616109,0.06105991,1.38248450,1.46983769,0.08735319
AvgWait(Wq),0.71187538,0.06105991,0.66819878,0.75555198,0.08735319
rho(theory),0.50000000,,,,
L(theory),1.00000000,,,,
W(theory),1.42857143,,,,
Wq(theory),0.71428571,,,,
Lq(theory),0.50000000,,,,
