Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.37276016,0.04293582,0.34204786,0.40347246,0.06142460
Utilization(rho),0.45197488,0.01017299,0.44469807,0.45925169,0.01455363
AvgDelay(W),1.65556484,0.09196567,1.58978113,1.72134854,0.13156742
AvgWait(Wq),0.74647393,0.09196567,0.68069022,0.81225764,0.13156742
rho(theory),0.45454545,,,,
L(theory),0.83333333,,,,
W(theory),1.66666667,,,,
Wq(theory),0.75757576,,,,
Lq(theory),0.37878788,,,,
