Metric,Mean,StdDev,CI_Lower,CI_Upper,CI_Width
AvgQ(Lq),0.28695376,0.02543614,0.26875911,0.30514842,0.03638930
Utilization(rho),0.41015699,0.00607360,0.40581250,0.41450148,0.00868898
AvgDelay(W),0.99571275,0.04136174,0.96612640,1.02529910,0.05917270
AvgWait(Wq),0.40747746,0.04136174,0.37789111,0.43706381,0.05917270
rho(theory),0.41176471,,,,
L(theory),0.70000000,,,,
W(theory),1.00000000,,,,
Wq(theory),0.41176471,,,,
Lq(theory),0.28823529,,,,
